iso_code,name,family,genus,macroarea,lat,lon,countries,typology
ewe,Ewe,Niger-Congo,Gbe,Africa,6.33333333333,0.416666666667,Togo; Ghana,
ewo,Ewondo,Niger-Congo,Bantu,Africa,4.0,12.0,Cameroon,
eya,Eyak,Na-Dene,Eyak,North America,60.5,-145.0,United States,
faa,Fasu,Trans-New Guinea,Fasu,Papunesia,-6.58333333333,143.333333333,Papua New Guinea,
fao,Faroese,Indo-European,Germanic,Eurasia,62.0,-7.0,Denmark,Fusional
fap,Palor,Niger-Congo,Cangin,Africa,14.8333333333,-16.75,Senegal,
fas,Persian,Indo-European,Iranian,Eurasia,,,,Isolating
fcs,Langue des Signes Québecoise,other,Sign Languages,North America,48.0,-75.0,Canada,
ffm,Fulfulde (Maasina),Niger-Congo,Peul-Serer,Africa,15.0,-5.0,Mali,
fia,Nobiin,Eastern Sudanic,Nubian,Africa,21.0,31.0,Egypt; Sudan,
fij,Fijian,Austronesian,Oceanic,Papunesia,-17.8333333333,178.0,Fiji,
fil,Filipino,Austronesian,Greater Central Philippine,Papunesia,14.5,121.0,Philippines,Agglutinative
fin,Finnish,Uralic,Finnic,Eurasia,62.0,25.0,Finland,Agglutinative
fla,Kalispel,Salishan,Interior Salish,North America,48.0,-117.0,United States,
fmp,Fe'fe',Niger-Congo,Wide Grassfields,Africa,5.25,10.1666666667,Cameroon,
foi,Foe,Trans-New Guinea,Foe,Papunesia,-6.5,143.5,Papua New Guinea,
fon,Fongbe,Niger-Congo,Gbe,Africa,6.41666666667,2.16666666667,Benin,
for,Fore,Trans-New Guinea,Fore-Gimi,Papunesia,-6.75,145.5,Papua New Guinea,
fos,Siraya,Austronesian,East Formosan,Papunesia,23.0,120.25,Taiwan,
fqs,Momu,Baibai-Fas,Baibai-Fas,Papunesia,-3.0,141.583333333,Papua New Guinea,
fra,French,Indo-European,Romance,Eurasia,48.0,2.0,Switzerland; France,Fusional
frd,Fordata,Austronesian,Central Malayo-Polynesian,Papunesia,-6.75,131.5,Indonesia,
frr,Frisian (North),Indo-European,Germanic,Eurasia,54.5,9.0,Germany,
frs,Frisian (Eastern),Indo-European,Germanic,Eurasia,53.5833333333,7.5,Germany,
fry,Frisian,Indo-European,Germanic,Eurasia,53.0,5.0,Netherlands; Germany,Fusional
fse,Finnish Sign Language,other,Sign Languages,Eurasia,62.0,26.0,Finland,
fsl,Langue des Signes Française,other,Sign Languages,Eurasia,47.0,3.0,France,
fub,Fulfulde (Adamawa),Niger-Congo,Peul-Serer,Africa,9.16666666667,13.5,Cameroon,
fuc,Fula (Senegal),Niger-Congo,Peul-Serer,Africa,15.0,-14.0,Senegal,
fud,Futuna (East),Austronesian,Oceanic,Papunesia,-14.3333333333,-178.166666667,Wallis and Futuna,
fuf,Fula (Guinean),Niger-Congo,Peul-Serer,Africa,11.5,-12.5,Guinea,
fuh,Fula (Burkina Faso),Niger-Congo,Peul-Serer,Africa,14.0,0.0,Burkina Faso,
fun,Fulniô,Fulniô,Fulniô,South America,-8.0,-37.5,Brazil,
fut,Futuna-Aniwa,Austronesian,Oceanic,Papunesia,-19.5333333333,170.216666667,Vanuatu,
fuu,Bagiro,Central Sudanic,Bongo-Bagirmi,Africa,4.33333333333,20.5833333333,Central African Republic; Democratic Republic of Congo,
fuv,Fulfulde (Nigerian),Niger-Congo,Peul-Serer,Africa,10.25,11.25,Nigeria,
fvr,Fur,Fur,Fur,Africa,13.5,25.0,Sudan,
fwa,Po-Ai,Austronesian,Oceanic,Papunesia,-20.6666666667,164.833333333,New Caledonia,
gaa,Gã,Niger-Congo,Ga-Dangme,Africa,5.66666666667,-0.166666666667,Ghana,
gae,Warekena,Arawakan,Alto-Orinoco,South America,1.5,-67.5,Colombia; Brazil; Venezuela,
gag,Gagauz,Altaic,Turkic,Eurasia,46.3333333333,28.6666666667,Moldova,
gah,Gahuku,Trans-New Guinea,Gahuku,Papunesia,-6.0,145.416666667,Papua New Guinea,
gaj,Gadsup,Trans-New Guinea,Gauwa,Papunesia,-6.25,146.0,Papua New Guinea,
gax,Oromo (Boraana),Afro-Asiatic,Lowland East Cushitic,Africa,4.5,38.5,Kenya; Ethiopia,
gay,Gayo,Austronesian,Northwest Sumatra-Barrier Islands,Papunesia,4.5,97.5,Indonesia,
gaz,Oromo (West-Central),Afro-Asiatic,Lowland East Cushitic,Africa,9.0,37.0,Ethiopia,
gbb,Kaytej,Pama-Nyungan,Central Pama-Nyungan,Australia,-21.0,134.0,Australia,
gbd,Karadjeri,Pama-Nyungan,Western Pama-Nyungan,Australia,-19.0,122.0,Australia,
gbi,Galela,North Halmaheran,North Halmaheran,Papunesia,2.41666666667,128.333333333,Indonesia,
gbj,Gutob,Austro-Asiatic,Munda,Eurasia,19.0,83.6666666667,India,
gbp,Gbeya Bossangoa,Niger-Congo,Gbaya-Manza-Ngbaka,Africa,6.66666666667,17.5,Central African Republic,
gbr,Gwari,Niger-Congo,Nupoid,Africa,9.5,7.0,Nigeria,
gbu,Gaagudju,Gaagudju,Gaagudju,Australia,-12.5833333333,132.833333333,Australia,
gcc,Mali,Baining,Baining,Papunesia,-4.83333333333,152.25,Papua New Guinea,
gcd,Yukulta,Tangkic,Tangkic,Australia,-17.3333333333,138.833333333,Australia,
gcf,Martinique Creole,other,Creoles and Pidgins,North America,14.6666666667,-61.0,Martinique,
gcr,Guianese French Creole,other,Creoles and Pidgins,South America,5.0,-53.0,French Guiana,
gdb,Gadaba (Kondekor),Dravidian,Dravidian,Eurasia,18.75,83.5,India,
gde,Gude,Afro-Asiatic,Biu-Mandara,Africa,10.4166666667,13.4166666667,Nigeria; Cameroon,
gdf,Guduf,Afro-Asiatic,Biu-Mandara,Africa,11.2333333333,13.8,Nigeria; Cameroon,
gdm,Laal,Laal,Laal,Africa,10.0,17.6666666667,Chad,
gdo,Godoberi,Nakh-Daghestanian,Avar-Andic-Tsezic,Eurasia,42.6666666667,46.0833333333,Russia,
gdq,Mehri,Afro-Asiatic,Semitic,Eurasia,17.0,51.5,Yemen; Oman,
geb,Kire,Ramu-Lower Sepik,Ruboni,Papunesia,-4.25,144.75,Papua New Guinea,
ged,Gade,Niger-Congo,Gade,Africa,8.66666666667,7.41666666667,Nigeria,
gey,Enya,Niger-Congo,Bantu,Africa,-0.5,25.25,Democratic Republic of Congo,
gfk,Patpatar,Austronesian,Oceanic,Papunesia,-3.76666666667,152.5,Papua New Guinea,
ggd,Gugadj,Pama-Nyungan,Northern Pama-Nyungan,Australia,-18.5,140.5,Australia,
gge,Gurr-goni,Mangrida,Burarran,Australia,-12.25,134.416666667,Australia,
ggw,Gogodala,Trans-New Guinea,Gogodala,Papunesia,-8.08333333333,142.833333333,Papua New Guinea,
ghl,Ghulfan,Eastern Sudanic,Nubian,Africa,12.0,31.0,Sudan,
ghs,Guhu-Samane,Trans-New Guinea,Guhu-Samane,Papunesia,-8.0,147.333333333,Papua New Guinea,
gia,Kitja,Jarrakan,Jarrakan,Australia,-17.5,127.75,Australia,
gid,Gidar,Afro-Asiatic,Biu-Mandara,Africa,10.0,14.0,Cameroon,
gih,Gidabal,Pama-Nyungan,Southeastern Pama-Nyungan,Australia,-28.4166666667,152.416666667,Australia,
gil,Kiribati,Austronesian,Oceanic,Papunesia,1.33333333333,173.0,Kiribati,
gin,Hinuq,Nakh-Daghestanian,Avar-Andic-Tsezic,Eurasia,42.1666666667,46.0,Russia,
gis,Giziga,Afro-Asiatic,Biu-Mandara,Africa,10.3333333333,14.1666666667,Cameroon,
git,Gitksan,Tsimshianic,Tsimshianic,North America,55.3333333333,-127.75,Canada,
gjm,Warrnambool,Pama-Nyungan,Southeastern Pama-Nyungan,Australia,-38.25,142.5,Australia,
gju,Gojri,Indo-European,Indic,Eurasia,32.75,76.25,India,
gkn,Gokana,Niger-Congo,Ogonoid,Africa,4.58333333333,7.33333333333,Nigeria,
gla,Gaelic (Scots),Indo-European,Celtic,Eurasia,57.0,-4.0,United Kingdom,Fusional
gld,Nanai,Altaic,Tungusic,Eurasia,49.5,137.0,Russia,
gle,Irish,Indo-European,Celtic,Eurasia,53.0,-8.0,Ireland,Fusional
glg,Galician,Indo-European,Romance,Eurasia,43.0,-8.0,Spain,Fusional
glj,Gula Iro,Niger-Congo,Bua,Africa,10.25,19.4166666667,Chad,
glk,Gilaki,Indo-European,Iranian,Eurasia,37.3333333333,50.0,Iran,Fusional
glv,Manx,Indo-European,Celtic,Eurasia,54.1666666667,-4.5,United Kingdom,
gmm,Mbodomo,Niger-Congo,Gbaya-Manza-Ngbaka,Africa,4.5,15.5,Central African Republic,
gmv,Gamo,Afro-Asiatic,Ta-Ne-Omotic,Africa,6.66666666667,37.25,Ethiopia,
gni,Gooniyandi,Bunuban,Bunuban,Australia,-18.3333333333,126.333333333,Australia,
gnn,Gumatj,Pama-Nyungan,Western Pama-Nyungan,Australia,-12.5,135.5,Australia,
gno,Gondi,Dravidian,Dravidian,Eurasia,19.0,81.0,India,
gnr,Gureng Gureng,Pama-Nyungan,Southeastern Pama-Nyungan,Australia,-25.25,151.0,Australia,
goa,Guro,Mande,Eastern Mande,Africa,7.0,-6.0,Côte d'Ivoire,
gob,Playero,Guahiban,Guahiban,South America,7.0,-71.0,Colombia,
god,Dadjriwalé,Niger-Congo,Kru,Africa,5.25,-5.66666666667,Côte d'Ivoire,
gol,Gola,Niger-Congo,Gola,Africa,7.25,-10.8333333333,Sierra Leone; Liberia,
gor,Gorontalo,Austronesian,Greater Central Philippine,Papunesia,0.5,122.0,Indonesia,
gow,Gorowa,Afro-Asiatic,Southern Cushitic,Africa,-4.5,36.5,Tanzania,
gpn,Taiap,Taiap,Taiap,Papunesia,-4.08333333333,144.5,Papua New Guinea,
gqa,Ga'anda,Afro-Asiatic,Biu-Mandara,Africa,10.3333333333,12.5833333333,Nigeria,
gqu,Gelao,Tai-Kadai,Kadai,Eurasia,22.9166666667,105.5,Vietnam,
grj,Grebo,Niger-Congo,Kru,Africa,5.0,-8.0,Liberia,
grr,Berber (Figuig),Afro-Asiatic,Berber,Africa,32.5,-1.5,Morocco,
grt,Garo,Sino-Tibetan,Brahmaputran,Eurasia,25.6666666667,90.5,India,
gru,Soddo,Afro-Asiatic,Semitic,Africa,8.5,38.5,Ethiopia,
gsg,Deutsche Gebärdensprache,other,Sign Languages,Eurasia,52.0,11.0,Germany,
gso,Gbaya (Southwest),Niger-Congo,Gbaya-Manza-Ngbaka,Africa,4.7,14.96,,
gss,Greek Sign Language,other,Sign Languages,Eurasia,38.5,22.0,Greece,
gsw,German (Thurgau),Indo-European,Germanic,Eurasia,47.5833333333,9.16666666667,Switzerland,Fusional
gta,Guató,Guató,Guató,South America,-17.0,-58.0,Brazil,
gub,Guajajara,Tupian,Maweti-Guarani,South America,-5.0,-46.0,Brazil,
guc,Goajiro,Arawakan,Guajiro-Paraujano,South America,12.0,-72.0,Colombia; Venezuela,
gue,Gurindji,Pama-Nyungan,Western Pama-Nyungan,Australia,-17.6666666667,130.666666667,Australia,
guf,Gupapuyngu,Pama-Nyungan,Western Pama-Nyungan,Australia,-12.0,136.0,Australia,
gug,Guaraní,Tupian,Maweti-Guarani,South America,-26.0,-56.0,Paraguay,
guh,Guahibo,Guahiban,Guahiban,South America,5.0,-69.0,Colombia,
gui,Chiriguano,Tupian,Maweti-Guarani,South America,-23.6666666667,-64.3333333333,Paraguay; Bolivia; Argentina,
guj,Gujarati,Indo-European,Indic,Eurasia,23.0,72.0,India,Fusional
guk,Gumuz,Gumuz,Gumuz,Africa,12.5,35.8333333333,Ethiopia; Sudan,
gum,Guambiano,Barbacoan,Barbacoan,South America,2.5,-76.6666666667,Colombia,
guo,Guayabero,Guahiban,Guahiban,South America,2.83333333333,-72.0,Colombia,
gup,Bininj Gun-Wok,Gunwinyguan,Marne,Australia,-12.5,133.75,Australia,
guq,Aché,Tupian,Maweti-Guarani,South America,-25.25,-55.1666666667,Paraguay,
gur,Gurenne,Niger-Congo,Oti-Volta,Africa,10.8333333333,-0.916666666667,Ghana,
guw,Gungbe,Niger-Congo,Gbe,Africa,6.5,2.5,Benin,
gux,Gurma,Niger-Congo,Oti-Volta,Africa,12.25,1.0,Burkina Faso,
guz,Gusii,Niger-Congo,Bantu,Africa,-0.75,34.8333333333,Kenya,
gva,Guana,Mascoian,Mascoian,South America,-22.0,-58.0,Paraguay,
gvc,Guanano,Tucanoan,Tucanoan,South America,0.833333333333,-69.5,Colombia; Brazil,
gvf,Golin,Trans-New Guinea,Chimbu-Wahgi,Papunesia,-6.33333333333,144.75,Papua New Guinea,
gvn,Kuku-Yalanji,Pama-Nyungan,Northern Pama-Nyungan,Australia,-16.0,145.0,Australia,
gvo,Gavião,Tupian,Monde,South America,-10.6666666667,-62.0,Brazil,
gvs,Gumawana,Austronesian,Oceanic,Papunesia,-9.25,150.833333333,Papua New Guinea,
gwc,Kalami,Indo-European,Indic,Eurasia,35.5,72.5,Pakistan,
gwd,Dullay (Gollango),Afro-Asiatic,Lowland East Cushitic,Africa,5.5,37.25,Ethiopia,
gwi,Kutchin,Na-Dene,Athapaskan,North America,67.0,-146.0,Canada; United States,
gww,Gunin,Worrorran,Worrorran,Australia,-14.25,126.666666667,Australia,
gya,Gbaya (Northwest),Niger-Congo,Gbaya-Manza-Ngbaka,Africa,6.0,15.0,Central African Republic; Cameroon,
gyb,Garus,Trans-New Guinea,Mabuso,Papunesia,-4.95,145.666666667,Papua New Guinea,
gyd,Kayardild,Tangkic,Tangkic,Australia,-17.05,139.5,Australia,
gym,Ngäbere,Chibchan,Guaymiic,North America,8.66666666667,-82.0,Panama,
gyy,Gunya,Pama-Nyungan,Northern Pama-Nyungan,Australia,-26.5,146.5,Australia,
hac,Hawrami,Indo-European,Iranian,Eurasia,35.75,45.5,Iraq,
had,Hatam,Hatim-Mansim,Hatim-Mansim,Papunesia,-1.0,134.0,Indonesia,
hae,Oromo (Harar),Afro-Asiatic,Lowland East Cushitic,Africa,9.0,42.0,Ethiopia,
hai,Haida,Haida,Haida,North America,53.0,-132.0,Canada; United States,
hak,Hakka,Sino-Tibetan,Chinese,Eurasia,25.0,116.0,China,
hal,Halang,Austro-Asiatic,Bahnaric,Eurasia,14.5,107.5,Vietnam,
har,Harari,Afro-Asiatic,Semitic,Africa,9.25,42.1666666667,Ethiopia,
has,Haisla,Wakashan,Northern Wakashan,North America,54.0,-128.75,Canada,
hat,Haitian Creole,other,Creoles and Pidgins,North America,19.0,-72.5,Haiti,Isolating
hau,Hausa,Afro-Asiatic,West Chadic,Africa,12.0,7.0,Nigeria; Niger,Isolating
haw,Hawaiian,Austronesian,Oceanic,Papunesia,19.5833333333,-155.5,United States,Agglutinative
hay,Haya,Niger-Congo,Bantu,Africa,-2.0,31.5,Tanzania,
hbb,Kilba,Afro-Asiatic,Biu-Mandara,Africa,10.3333333333,13.1666666667,Nigeria,
hbs,Serbian-Croatian,Indo-European,Slavic,Eurasia,44.0,19.0,Serbia and Montenegro; Bosnia-Herzegovina; Croatia,Fusional
hch,Huichol,Uto-Aztecan,Corachol,North America,22.0,-104.0,Mexico,
hdn,Haida (Northern),Haida,Haida,North America,54.0,-132.5,Canada,
heb,Hebrew (Modern Ashkenazic),Afro-Asiatic,Semitic,Eurasia,31.75,35.1666666667,Israel,Introflexive
heh,Hehe,Niger-Congo,Bantu,Africa,-8.0,36.0,Tanzania,
hei,Heiltsuk,Wakashan,Northern Wakashan,North America,52.0,-127.5,Canada,
hem,Hemba,Niger-Congo,Bantu,Africa,-6.25,27.1666666667,Democratic Republic of Congo,
her,Herero,Niger-Congo,Bantu,Africa,-20.5833333333,19.0,Namibia; Botswana,
hia,Lamang,Afro-Asiatic,Biu-Mandara,Africa,11.25,13.5833333333,Nigeria,
hid,Hidatsa,Siouan,Missouri River Siouan,North America,47.0,-102.5,United States,
hif,Fiji Hindi,Indo-European,Indic,Eurasia,,,,Fusional
hil,Hiligaynon,Austronesian,Greater Central Philippine,Papunesia,10.25,123.0,Philippines,
hin,Hindi,Indo-European,Indic,Eurasia,25.0,77.0,India,Fusional
hix,Hixkaryana,Cariban,Cariban,South America,-1.0,-59.0,Brazil,
hke,Hunde,Niger-Congo,Bantu,Africa,-1.16666666667,28.8333333333,Democratic Republic of Congo,
hks,Hong Kong Sign Language,other,Sign Languages,Eurasia,22.5,114.0,China,
hla,Halia,Austronesian,Oceanic,Papunesia,-5.25,154.666666667,Papua New Guinea,
hlb,Halbi,Indo-European,Indic,Eurasia,21.0,81.0,India,
hmn,Hmong,Hmong-Mien,Hmongic,Eurasia,26.0,105.0,China; Vietnam; Laos; Thailand,Isolating
hmr,Hmar,Sino-Tibetan,Kuki-Chin,Eurasia,24.1666666667,93.0,India,
hmt,Hamtai,Trans-New Guinea,Nuclear Angan,Papunesia,-7.5,146.25,Papua New Guinea,
hna,Mina,Afro-Asiatic,Biu-Mandara,Africa,10.3333333333,13.8333333333,Cameroon,
hnh,//Ani,Khoe-Kwadi,Khoe-Kwadi,Africa,-18.9166666667,21.9166666667,Botswana,
hni,Hani,Sino-Tibetan,Burmese-Lolo,Eurasia,23.0,103.0,China,
hnj,Hmong Njua,Hmong-Mien,Hmongic,Eurasia,28.0,105.0,China,
hnn,Hanunóo,Austronesian,Greater Central Philippine,Papunesia,12.3333333333,121.25,Philippines,
hoa,Hoava,Austronesian,Oceanic,Papunesia,-8.08333333333,157.5,Solomon Islands,
hoc,Ho,Austro-Asiatic,Munda,Eurasia,22.0,86.0,India,
hoo,Holoholo,Niger-Congo,Bantu,Africa,-5.16666666667,29.9166666667,Tanzania,
hop,Hopi,Uto-Aztecan,Northern Uto-Aztecan,North America,36.0,-110.0,United States,
hrc,Tangga,Austronesian,Oceanic,Papunesia,-3.46666666667,153.2,Papua New Guinea,
hre,Hre,Austro-Asiatic,Bahnaric,Eurasia,14.6666666667,108.666666667,Vietnam,
hrv,Croatian,Indo-European,Slavic,Eurasia,,,,Fusional
hsb,Sorbian (Upper),Indo-European,Slavic,Eurasia,51.8333333333,14.5,Germany,Fusional
hss,Harsusi,Afro-Asiatic,Semitic,Eurasia,20.0,56.5,Oman,
hto,Huitoto (Minica),Witotoan,Witoto,South America,-0.333333333333,-74.0,Colombia,
hts,Hadza,Hadza,Hadza,Africa,-3.75,35.1666666667,Tanzania,
hub,Huambisa,Jivaroan,Jivaroan,South America,-4.0,-78.0,Peru,
huc,=|Hoan,Kxa,=|Hoan,Africa,-25.5,25.0,Botswana,
hun,Hungarian,Uralic,Ugric,Eurasia,47.0,20.0,Hungary,Agglutinative
hup,Hupa,Na-Dene,Athapaskan,North America,41.0833333333,-123.666666667,United States,
huq,Tsat,Austronesian,Malayo-Sumbawan,Eurasia,18.25,109.5,China,
hur,Halkomelem (Island),Salishan,Central Salish,North America,49.2,-123.0,Canada,
hus,Huastec,Mayan,Mayan,North America,22.0833333333,-99.3333333333,Mexico,
huu,Huitoto (Murui),Witotoan,Witoto,South America,-1.0,-73.5,Colombia; Brazil; Peru,
huv,Huave (San Mateo del Mar),Huavean,Huavean,North America,16.2166666667,-95.0,Mexico,
hux,Huitoto (Muinane),Witotoan,Witoto,South America,-2.41666666667,-71.0,Peru,
huz,Hunzib,Nakh-Daghestanian,Avar-Andic-Tsezic,Eurasia,42.1666666667,46.25,Russia,
hvn,Sawu,Austronesian,Central Malayo-Polynesian,Papunesia,-11.5,121.916666667,Indonesia,
hwc,Hawaiian Creole,other,Creoles and Pidgins,North America,21.5,-158.0,United States,
hye,Armenian (Eastern),Indo-European,Armenian,Eurasia,40.0,45.0,Armenia,Fusional
hyw,Armenian (Western),Indo-European,Armenian,Eurasia,38.5,43.5,Turkey,
iai,Iaai,Austronesian,Oceanic,Papunesia,-20.4166666667,166.583333333,New Caledonia,
ian,Iatmul,Sepik,Ndu,Papunesia,-4.25,143.25,Papua New Guinea,
iba,Iban,Austronesian,Malayo-Sumbawan,Papunesia,2.0,112.0,Malaysia,
ibb,Ibibio,Niger-Congo,Lower Cross,Africa,5.25,7.83333333333,Nigeria,
ibd,Iwaidja,Iwaidjan,Iwaidjan,Australia,-11.5,132.666666667,Australia,
ibg,Ibanag,Austronesian,Northern Luzon,Papunesia,17.5,121.666666667,Philippines,
ibo,Igbo,Niger-Congo,Igboid,Africa,6.0,7.33333333333,Nigeria,Isolating
icl,Icelandic Sign Language,other,Sign Languages,Eurasia,65.0,-18.0,Iceland,
ido,Ido,other,Constructed,Eurasia,48.0,2.0,,Agglutinative
idu,Idoma,Niger-Congo,Idomoid,Africa,6.91666666667,7.5,Nigeria,
ifb,Ifugao (Batad),Austronesian,Northern Luzon,Papunesia,16.8333333333,121.083333333,Philippines,
ifm,Ifumu,Niger-Congo,Bantu,Africa,-3.66666666667,15.3333333333,Congo,
igb,Ebira,Niger-Congo,Nupoid,Africa,8.16666666667,7.0,Nigeria,
ige,Igede,Niger-Congo,Idomoid,Africa,7.0,8.16666666667,Nigeria,
ign,Ignaciano,Arawakan,Bolivia-Parana,South America,-15.1666666667,-65.4166666667,Bolivia,
ihp,Iha,Greater West Bomberai,West Bomberai,Papunesia,-2.91666666667,132.25,Indonesia,
iii,Nuosu,Sino-Tibetan,Burmese-Lolo,Eurasia,28.0,103.0,China,
ijc,Ijo (Kolokuma),Ijoid,Ijoid,Africa,4.91666666667,5.66666666667,Nigeria,
ike,Inuktitut (Quebec-Labrador),Eskimo-Aleut,Eskimo,North America,62.0,-73.0,Canada,
ikt,Kangiryuarmiut,Eskimo-Aleut,Eskimo,North America,68.3333333333,-133.75,Canada,
iku,Inuktitut,Eskimo-Aleut,Eskimo,North America,63.0,-92.0,Canada,Polysynthetic
ikx,Ik,Eastern Sudanic,Kuliak,Africa,3.75,34.1666666667,Uganda,
ilb,Ila,Niger-Congo,Bantu,Africa,-15.5833333333,26.5,Zambia; Zimbabwe,
ilo,Ilocano,Austronesian,Northern Luzon,Papunesia,16.0,121.0,Philippines,Agglutinative
ils,International Sign,other,Sign Languages,North America,40.0,-170.0,,
imi,Anamuxra,Trans-New Guinea,Josephstaal,Papunesia,-4.66666666667,145.0,Papua New Guinea,
imn,Imonda,Border,Border,Papunesia,-3.33333333333,141.166666667,Papua New Guinea,
ina,Interlingua,other,Constructed,Eurasia,40.0,-4.0,,Isolating
inb,Inga,Quechuan,Quechuan,South America,1.0,-77.0,Colombia,
ind,Indonesian,Austronesian,Malayo-Sumbawan,Papunesia,0.0,106.0,Indonesia,Agglutinative
ing,Degexit'an,Na-Dene,Athapaskan,North America,62.0,-160.0,United States,
inh,Ingush,Nakh-Daghestanian,Nakh,Eurasia,43.1666666667,45.0833333333,Russia,
ins,Indo-Pakistani Sign Language (Indian dialects),other,Sign Languages,Eurasia,24.0,80.0,India,
inz,Chumash (Ineseño),Chumash,Chumash,North America,34.6666666667,-120.25,United States,
iow,Oto,Siouan,Mississippi Valley Siouan,North America,40.5,-96.0,United States,
iqu,Iquito,Zaparoan,Zaparoan,South America,-3.25,-74.0,Peru,
irh,Irarutu,Austronesian,South Halmahera - West New Guinea,Papunesia,-3.0,133.5,Indonesia,
irk,Iraqw,Afro-Asiatic,Southern Cushitic,Africa,-4.0,35.5,Tanzania,
irn,Iranxe,Iranxe,Iranxe,South America,-13.0,-58.0,Brazil,
isd,Isnag,Austronesian,Northern Luzon,Papunesia,18.25,121.0,Philippines,
ise,Lingua Italiana dei Segni,other,Sign Languages,Eurasia,42.0,13.0,Italy,
isg,Irish Sign Language,other,Sign Languages,Eurasia,53.5,-7.5,Ireland,
isi,Nkem,Niger-Congo,Ekoid-Mbe,Africa,6.58333333333,8.58333333333,Nigeria,
isk,Ishkashimi,Indo-European,Iranian,Eurasia,37.0,72.0,Afghanistan; Tajikistan,
isl,Icelandic,Indo-European,Germanic,Eurasia,65.0,-17.0,Iceland,Fusional
iso,Isoko,Niger-Congo,Edoid,Africa,5.5,6.25,Nigeria,
isr,Israeli Sign Language,other,Sign Languages,Eurasia,32.0,34.8333333333,Israel,
ita,Italian (Fiorentino),Indo-European,Romance,Eurasia,43.75,11.25,Italy,Fusional
itl,Itelmen,Chukotko-Kamchatkan,Southern Chukotko-Kamchatkan,Eurasia,57.0,157.5,Russia,
ito,Itonama,Itonama,Itonama,South America,-12.8333333333,-64.3333333333,Bolivia,
its,Isekiri,Niger-Congo,Defoid,Africa,5.66666666667,5.5,Nigeria,
itv,Itawis,Austronesian,Northern Luzon,Papunesia,17.75,121.5,Philippines,
itz,Itzaj,Mayan,Mayan,North America,17.0,-89.8333333333,Guatemala,
ium,Mien,Hmong-Mien,Mienic,Eurasia,25.0,111.0,China,
ivb,Ivatan,Austronesian,Batanic,Papunesia,20.5,122.0,Philippines,
iwm,Iwam,Sepik,Iwamic,Papunesia,-4.33333333333,142.0,Papua New Guinea,
ixc,Ixcatec,Oto-Manguean,Popolocan,North America,17.8333333333,-97.1666666667,Mexico,
ixl,Ixil,Mayan,Mayan,North America,15.5,-91.0,Guatemala,
izh,Izhor,Uralic,Finnic,Eurasia,59.0,29.0,Russia,
izr,Izere,Niger-Congo,Benue-Congo Plateau,Africa,9.5,8.6666667,Nigeria,
izz,Izi,Niger-Congo,Igboid,Africa,6.33333333333,8.0,Nigeria,
jaa,Banawá,Arauan,Arauan,South America,-7.0,-65.0,Brazil,
jac,Jakaltek,Mayan,Mayan,North America,15.6666666667,-91.6666666667,Guatemala,
jae,Jabêm,Austronesian,Oceanic,Papunesia,-6.58333333333,147.783333333,Papua New Guinea,
jam,Jamaican Creole,other,Creoles and Pidgins,North America,18.1666666667,-77.25,Jamaica,
jao,Yanyuwa,Pama-Nyungan,Western Pama-Nyungan,Australia,-16.4166666667,137.166666667,Australia,
jaq,Yaqay,Trans-New Guinea,Marind-Yaqay,Papunesia,-6.58333333333,139.25,Indonesia,
jav,Javanese,Austronesian,Javanese,Papunesia,-7.0,111.0,Indonesia,Agglutinative
jbj,Arandai,South Bird's Head,South Bird's Head Proper,Papunesia,-2.08333333333,133.0,Indonesia,
jbt,Jabutí,Macro-Ge,Jabutí,South America,-12.25,-62.25,Brazil,
jbu,Jukun,Niger-Congo,Jukunoid,Africa,6.91666666667,10.4166666667,Nigeria,
jct,Krymchak,Altaic,Turkic,Eurasia,45.0,34.25,Ukraine,
jda,Jad,Sino-Tibetan,Bodic,Eurasia,30.8333333333,79.0,India,
jeb,Jebero,Cahuapanan,Cahuapanan,South America,-5.41666666667,-76.5,Peru,
jeh,Jeh,Austro-Asiatic,Bahnaric,Eurasia,15.1666666667,107.833333333,Vietnam; Laos,
jei,Yei,Yam,Yei,Papunesia,-7.91666666667,140.916666667,Indonesia; Papua New Guinea,
jek,Jeli,Mande,Western Mande,Africa,9.5,-5.66666666667,Côte d'Ivoire,
jel,Yelmek,Bulaka River,Bulaka River,Papunesia,-7.66666666667,139.166666667,Indonesia,
jet,Manem,Border,Border,Papunesia,-3.0,140.833333333,Indonesia; Papua New Guinea,
jhi,Jahai,Austro-Asiatic,Aslian,Eurasia,5.75,101.5,Malaysia,
jic,Tol,Tol,Tol,North America,14.6666666667,-87.0,Honduras,
jig,Djingili,Mirndi,Djingili,Australia,-17.75,134.0,Australia,
jiu,Jino,Sino-Tibetan,Burmese-Lolo,Eurasia,22.0,101.0,China,
jiv,Jivaro,Jivaroan,Jivaroan,South America,-2.5,-78.0,Ecuador,
jle,Masakin,Kordofanian,Talodi,Africa,10.6666666667,30.0,Sudan,
jmd,Yamdena,Austronesian,Central Malayo-Polynesian,Papunesia,-7.5,131.5,Indonesia,
jnj,Yemsa,Afro-Asiatic,Ta-Ne-Omotic,Africa,7.83333333333,37.3333333333,Ethiopia,
jos,Lughat al-Isharat al-Lubnaniya,other,Sign Languages,Eurasia,34.0,35.8333333333,Lebanon,
jpn,Japanese,Japanese,Japanese,Eurasia,37.0,140.0,Japan,
